Area Code,Date,Territory,Territory Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses
959,1/11/2012,East,Small Territory,Darjeeling,Leaves,Tea,Connecticut,Regular,$50 ,$80 ,$60 ,$130 ,$54 ,885,$78 ,$15 ,$51 ,$132 ,$27 
603,1/11/2012,East,Small Territory,Darjeeling,Leaves,Tea,New Hampshire,Regular,$10 ,$30 ,$20 ,$40 ,$15 ,848,$24 ,$4 ,$8 ,$39 ,$16 
203,1/11/2012,East,Small Territory,Green Tea,Leaves,Tea,Connecticut,Regular,$30 ,$60 ,$40 ,$90 ,$36 ,809,$54 ,$10 ,$33 ,$90 ,$21 
603,1/11/2012,East,Small Territory,Green Tea,Leaves,Tea,New Hampshire,Regular,$0 ,$40 ,$30 ,$40 ,$0 ,387,$43 ,$0 ,$32 ,$43 ,$11 
702,1/11/2012,West,Small Territory,Darjeeling,Leaves,Tea,Nevada,Regular,$160 ,$220 ,$140 ,$380 ,$228 ,"1,691",$304 ,$75 ,$196 ,$532 ,$108 
541,1/11/2012,West,Small Territory,Darjeeling,Leaves,Tea,Oregon,Regular,$20 ,$30 ,$30 ,$50 ,$32 ,482,$48 ,$8 ,$28 ,$80 ,$20 
435,1/11/2012,West,Small Territory,Darjeeling,Leaves,Tea,Utah,Regular,$30 ,$40 ,($10),$70 ,$44 ,325,$62 ,$40 ,($7),$106 ,$69 
425,1/11/2012,West,Small Territory,Darjeeling,Leaves,Tea,Washington,Regular,$30 ,$70 ,$50 ,$100 ,$53 ,321,$88 ,$16 ,$49 ,$141 ,$39 
702,1/11/2012,West,Small Territory,Earl Grey,Leaves,Tea,Nevada,Regular,$150 ,$150 ,$80 ,$300 ,$211 ,"1,778",$212 ,$59 ,$128 ,$423 ,$84 
971,1/11/2012,West,Small Territory,Earl Grey,Leaves,Tea,Oregon,Regular,$50 ,$90 ,$50 ,$140 ,$78 ,798,$119 ,$25 ,$62 ,$197 ,$57 
435,1/11/2012,West,Small Territory,Earl Grey,Leaves,Tea,Utah,Regular,$20 ,$30 ,$10 ,$50 ,$35 ,248,$47 ,$11 ,$9 ,$82 ,$38 
206,1/11/2012,West,Small Territory,Earl Grey,Leaves,Tea,Washington,Regular,$30 ,$50 ,$30 ,$80 ,$49 ,454,$71 ,$15 ,$34 ,$120 ,$37 
702,1/11/2012,West,Small Territory,Green Tea,Leaves,Tea,Nevada,Regular,$180 ,($180),($280),$0 ,$245 ,"7,653",($245),$93 ,($340),$32 ,$127 
971,1/11/2012,West,Small Territory,Green Tea,Leaves,Tea,Oregon,Regular,$70 ,$100 ,$70 ,$170 ,$102 ,666,$143 ,$31 ,$89 ,$245 ,$54 
801,1/11/2012,West,Small Territory,Green Tea,Leaves,Tea,Utah,Regular,$20 ,$30 ,$0 ,$50 ,$34 ,211,$42 ,$12 ,($3),$76 ,$45 
206,1/11/2012,West,Small Territory,Green Tea,Leaves,Tea,Washington,Regular,$40 ,$60 ,$0 ,$100 ,$61 ,613,$86 ,$55 ,$1 ,$147 ,$85 
720,1/12/2012,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,$80 ,$120 ,$90 ,$200 ,$86 ,"1,003",$124 ,$24 ,$88 ,$210 ,$36 
630,1/12/2012,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,$120 ,$180 ,$130 ,$300 ,$127 ,830,$185 ,$40 ,$122 ,$312 ,$63 
419,1/12/2012,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,$40 ,$70 ,$10 ,$110 ,$47 ,521,$65 ,$42 ,($6),$112 ,$71 
970,1/12/2012,Central,Major Territory,Decaf Espresso,Beans,Espresso,Colorado,Decaf,$80 ,$130 ,$80 ,$210 ,$67 ,677,$101 ,$22 ,$47 ,$168 ,$54 
630,1/12/2012,Central,Major Territory,Decaf Espresso,Beans,Espresso,Illinois,Decaf,$320 ,$320 ,$240 ,$640 ,$250 ,"1,820",$251 ,$70 ,$157 ,$501 ,$94 
740,1/12/2012,Central,Major Territory,Decaf Espresso,Beans,Espresso,Ohio,Decaf,$50 ,$80 ,$40 ,$130 ,$46 ,422,$57 ,$17 ,$6 ,$103 ,$51 
813,1/12/2012,East,Major Territory,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,$120 ,$160 ,$110 ,$280 ,$134 ,690,$186 ,$41 ,$122 ,$320 ,$64 
407,1/12/2012,East,Major Territory,Decaf Espresso,Beans,Espresso,Florida,Decaf,$80 ,$110 ,$70 ,$190 ,$83 ,575,$112 ,$27 ,$58 ,$195 ,$54 
682,1/12/2012,South,Major Territory,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,$50 ,$60 ,$40 ,$110 ,$43 ,531,$56 ,$14 ,$30 ,$99 ,$26 
214,1/12/2012,South,Major Territory,Decaf Espresso,Beans,Espresso,Texas,Decaf,$40 ,$60 ,$40 ,$100 ,$54 ,601,$79 ,$15 ,$52 ,$133 ,$27 
714,1/12/2012,West,Major Territory,Decaf Irish Cream,Beans,Coffee,California,Decaf,$260 ,($40),($150),$220 ,$224 ,"4,216",($32),$73 ,($149),$192 ,$117 
209,1/12/2012,West,Major Territory,Decaf Espresso,Beans,Espresso,California,Decaf,$240 ,$310 ,$210 ,$550 ,$247 ,"1,744",$329 ,$81 ,$216 ,$576 ,$113 
719,1/12/2012,Central,Major Territory,Amaretto,Beans,Coffee,Colorado,Regular,$120 ,$170 ,$130 ,$290 ,$123 ,959,$179 ,$34 ,$134 ,$302 ,$45 
513,1/12/2012,Central,Major Territory,Amaretto,Beans,Coffee,Ohio,Regular,$50 ,$70 ,$40 ,$120 ,$54 ,424,$73 ,$17 ,$29 ,$127 ,$44 
970,1/12/2012,Central,Major Territory,Colombian,Beans,Coffee,Colorado,Regular,$40 ,$50 ,$30 ,$90 ,$43 ,531,$56 ,$14 ,$29 ,$99 ,$27 
847,1/12/2012,Central,Major Territory,Colombian,Beans,Coffee,Illinois,Regular,$220 ,$300 ,$190 ,$520 ,$224 ,"1,191",$310 ,$73 ,$194 ,$534 ,$116 
614,1/12/2012,Central,Major Territory,Colombian,Beans,Coffee,Ohio,Regular,$40 ,$50 ,$20 ,$90 ,$41 ,435,$60 ,$13 ,$24 ,$101 ,$36 
970,1/12/2012,Central,Major Territory,Caffe Mocha,Beans,Espresso,Colorado,Regular,$60 ,$110 ,$90 ,$170 ,$54 ,601,$79 ,$15 ,$53 ,$133 ,$26 
815,1/12/2012,Central,Major Territory,Caffe Mocha,Beans,Espresso,Illinois,Regular,$310 ,$420 ,$320 ,$730 ,$247 ,"1,744",$329 ,$81 ,$216 ,$576 ,$113 
740,1/12/2012,Central,Major Territory,Caffe Mocha,Beans,Espresso,Ohio,Regular,$190 ,$200 ,$140 ,$390 ,$153 ,"1,319",$153 ,$42 ,$87 ,$306 ,$66 
754,1/12/2012,East,Major Territory,Colombian,Beans,Coffee,Florida,Regular,$70 ,$120 ,$80 ,$190 ,$88 ,817,$133 ,$29 ,$73 ,$221 ,$60 
351,1/12/2012,East,Major Territory,Colombian,Beans,Coffee,Massachusetts,Regular,$60 ,$390 ,$360 ,$450 ,$67 ,"-3,534",$443 ,$22 ,$390 ,$510 ,$53 
845,1/12/2012,East,Major Territory,Colombian,Beans,Coffee,New York,Regular,$250 ,$370 ,$250 ,$620 ,$279 ,"2,642",$420 ,$97 ,$271 ,$699 ,$149 
305,1/12/2012,East,Major Territory,Caffe Mocha,Beans,Espresso,Florida,Regular,$100 ,$140 ,$30 ,$240 ,$105 ,716,$145 ,$95 ,$21 ,$250 ,$124 
339,1/12/2012,East,Major Territory,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,$40 ,$50 ,($10),$90 ,$47 ,571,$52 ,$42 ,($20),$99 ,$72 
212,1/12/2012,East,Major Territory,Caffe Mocha,Beans,Espresso,New York,Regular,$130 ,($70),($210),$60 ,$135 ,"3,641",($69),$122 ,($224),$66 ,$155 
351,1/12/2012,East,Major Territory,Regular Espresso,Beans,Espresso,Massachusetts,Regular,$150 ,$140 ,$80 ,$290 ,$153 ,"1,319",$153 ,$42 ,$87 ,$306 ,$66 
718,1/12/2012,East,Major Territory,Regular Espresso,Beans,Espresso,New York,Regular,$240 ,$400 ,$320 ,$640 ,$250 ,723,$407 ,$70 ,$312 ,$657 ,$95 
972,1/12/2012,South,Major Territory,Colombian,Beans,Coffee,Texas,Regular,$280 ,$340 ,$240 ,$620 ,$241 ,"1,321",$284 ,$74 ,$188 ,$525 ,$96 
512,1/12/2012,South,Major Territory,Caffe Latte,Beans,Espresso,Texas,Regular,$50 ,$70 ,$30 ,$120 ,$67 ,"-1,239",$101 ,$22 ,$47 ,$168 ,$54 
972,1/12/2012,South,Major Territory,Caffe Mocha,Beans,Espresso,Texas,Regular,$90 ,$140 ,$110 ,$230 ,$123 ,959,$179 ,$34 ,$133 ,$302 ,$46 
951,1/12/2012,West,Major Territory,Amaretto,Beans,Coffee,California,Regular,$150 ,($30),($90),$120 ,$127 ,"2,947",($25),$40 ,($88),$102 ,$63 
707,1/12/2012,West,Major Territory,Colombian,Beans,Coffee,California,Regular,$330 ,$500 ,$350 ,$830 ,$279 ,"2,642",$420 ,$97 ,$271 ,$699 ,$149 
916,1/12/2012,West,Major Territory,Caffe Latte,Beans,Espresso,California,Regular,$240 ,$240 ,$160 ,$480 ,$250 ,"1,820",$251 ,$70 ,$157 ,$501 ,$94 
530,1/12/2012,West,Major Territory,Caffe Mocha,Beans,Espresso,California,Regular,$130 ,$180 ,$40 ,$310 ,$135 ,940,$187 ,$122 ,$31 ,$322 ,$156 
303,1/12/2012,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,$140 ,$140 ,$80 ,$280 ,$153 ,"1,319",$153 ,$42 ,$87 ,$306 ,$66 
309,1/12/2012,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,$110 ,$170 ,$130 ,$280 ,$123 ,959,$179 ,$34 ,$133 ,$302 ,$46 
937,1/12/2012,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,$20 ,$40 ,$30 ,$60 ,$29 ,490,$44 ,$8 ,$25 ,$73 ,$19 
970,1/12/2012,Central,Major Territory,Lemon,Leaves,Herbal Tea,Colorado,Decaf,$40 ,$60 ,$0 ,$100 ,$47 ,521,$65 ,$42 ,($6),$112 ,$71 
773,1/12/2012,Central,Major Territory,Lemon,Leaves,Herbal Tea,Illinois,Decaf,$40 ,$50 ,$30 ,$90 ,$43 ,531,$56 ,$14 ,$29 ,$99 ,$27 
330,1/12/2012,Central,Major Territory,Lemon,Leaves,Herbal Tea,Ohio,Decaf,$30 ,$40 ,$30 ,$70 ,$33 ,870,$49 ,$9 ,$29 ,$82 ,$20 
303,1/12/2012,Central,Major Territory,Mint,Leaves,Herbal Tea,Colorado,Decaf,$50 ,$60 ,$30 ,$110 ,$54 ,424,$73 ,$17 ,$29 ,$127 ,$44 
630,1/12/2012,Central,Major Territory,Mint,Leaves,Herbal Tea,Illinois,Decaf,$80 ,$110 ,$80 ,$190 ,$86 ,"1,003",$124 ,$24 ,$88 ,$210 ,$36 
772,1/12/2012,East,Major Territory,Chamomile,Leaves,Herbal Tea,Florida,Decaf,$10 ,$30 ,$20 ,$40 ,$24 ,567,$32 ,$7 ,$12 ,$56 ,$20 
954,1/12/2012,East,Major Territory,Lemon,Leaves,Herbal Tea,Florida,Decaf,$40 ,$60 ,$20 ,$100 ,$65 ,403,$80 ,$24 ,$23 ,$145 ,$57 
508,1/12/2012,East,Major Territory,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,$30 ,$40 ,$10 ,$70 ,$46 ,422,$57 ,$17 ,$7 ,$103 ,$50 
607,1/12/2012,East,Major Territory,Lemon,Leaves,Herbal Tea,New York,Decaf,$220 ,$320 ,$210 ,$540 ,$294 ,"1,727",$453 ,$111 ,$309 ,$747 ,$144 
561,1/12/2012,East,Major Territory,Mint,Leaves,Herbal Tea,Florida,Decaf,$60 ,$60 ,$30 ,$120 ,$80 ,"1,079",$96 ,$24 ,$50 ,$176 ,$46 
716,1/12/2012,East,Major Territory,Mint,Leaves,Herbal Tea,New York,Decaf,$180 ,($80),($150),$100 ,$241 ,"5,121",($93),$74 ,($189),$148 ,$96 
469,1/12/2012,South,Major Territory,Chamomile,Leaves,Herbal Tea,Texas,Decaf,$50 ,$60 ,$30 ,$110 ,$54 ,424,$73 ,$17 ,$28 ,$127 ,$45 
214,1/12/2012,South,Major Territory,Lemon,Leaves,Herbal Tea,Texas,Decaf,$30 ,$60 ,$30 ,$90 ,$41 ,435,$60 ,$13 ,$24 ,$101 ,$36 
626,1/12/2012,West,Major Territory,Chamomile,Leaves,Herbal Tea,California,Decaf,$80 ,$110 ,$80 ,$190 ,$86 ,"1,003",$124 ,$24 ,$89 ,$210 ,$35 
415,1/12/2012,West,Major Territory,Lemon,Leaves,Herbal Tea,California,Decaf,$220 ,$260 ,$170 ,$480 ,$241 ,"1,321",$284 ,$74 ,$188 ,$525 ,$96 
805,1/12/2012,West,Major Territory,Mint,Leaves,Herbal Tea,California,Decaf,$40 ,$50 ,$30 ,$90 ,$43 ,531,$56 ,$14 ,$29 ,$99 ,$27 
303,1/12/2012,Central,Major Territory,Darjeeling,Leaves,Tea,Colorado,Regular,$30 ,$50 ,$10 ,$80 ,$46 ,422,$57 ,$17 ,$6 ,$103 ,$51 
309,1/12/2012,Central,Major Territory,Darjeeling,Leaves,Tea,Illinois,Regular,$40 ,$70 ,$50 ,$110 ,$54 ,601,$79 ,$15 ,$53 ,$133 ,$26 
513,1/12/2012,Central,Major Territory,Darjeeling,Leaves,Tea,Ohio,Regular,$70 ,$110 ,$70 ,$180 ,$88 ,817,$133 ,$29 ,$72 ,$221 ,$61 
303,1/12/2012,Central,Major Territory,Earl Grey,Leaves,Tea,Colorado,Regular,$40 ,$50 ,$20 ,$90 ,$53 ,"1,054",$63 ,$16 ,$26 ,$116 ,$37 
630,1/12/2012,Central,Major Territory,Earl Grey,Leaves,Tea,Illinois,Regular,$50 ,$80 ,$40 ,$130 ,$67 ,677,$101 ,$22 ,$47 ,$168 ,$54 
740,1/12/2012,Central,Major Territory,Earl Grey,Leaves,Tea,Ohio,Regular,$110 ,$150 ,$90 ,$260 ,$134 ,690,$186 ,$41 ,$121 ,$320 ,$65 
719,1/12/2012,Central,Major Territory,Green Tea,Leaves,Tea,Colorado,Regular,$60 ,$90 ,$60 ,$150 ,$81 ,551,$104 ,$26 ,$66 ,$185 ,$38 
813,1/12/2012,East,Major Territory,Darjeeling,Leaves,Tea,Florida,Regular,$30 ,$40 ,$30 ,$70 ,$30 ,882,$45 ,$8 ,$26 ,$75 ,$19 
617,1/12/2012,East,Major Territory,Darjeeling,Leaves,Tea,Massachusetts,Regular,$30 ,$50 ,$40 ,$80 ,$33 ,870,$49 ,$9 ,$29 ,$82 ,$20 
716,1/12/2012,East,Major Territory,Darjeeling,Leaves,Tea,New York,Regular,$90 ,$120 ,$90 ,$210 ,$86 ,"1,003",$124 ,$24 ,$89 ,$210 ,$35 
718,1/12/2012,East,Major Territory,Earl Grey,Leaves,Tea,New York,Regular,$120 ,$190 ,$150 ,$310 ,$123 ,959,$179 ,$34 ,$133 ,$302 ,$46 
863,1/12/2012,East,Major Territory,Green Tea,Leaves,Tea,Florida,Regular,$30 ,$50 ,$40 ,$80 ,$34 ,863,$51 ,$9 ,$30 ,$85 ,$21 
857,1/12/2012,East,Major Territory,Green Tea,Leaves,Tea,Massachusetts,Regular,$30 ,$40 ,$30 ,$70 ,$29 ,490,$44 ,$8 ,$25 ,$73 ,$19 
518,1/12/2012,East,Major Territory,Green Tea,Leaves,Tea,New York,Regular,$50 ,$80 ,$60 ,$130 ,$54 ,601,$79 ,$15 ,$52 ,$133 ,$27 
916,1/12/2012,West,Major Territory,Darjeeling,Leaves,Tea,California,Regular,$90 ,$130 ,$110 ,$220 ,$123 ,959,$179 ,$34 ,$134 ,$302 ,$45 
619,1/12/2012,West,Major Territory,Earl Grey,Leaves,Tea,California,Regular,$30 ,$60 ,$50 ,$90 ,$54 ,601,$79 ,$15 ,$53 ,$133 ,$26 
213,1/12/2012,West,Major Territory,Green Tea,Leaves,Tea,California,Regular,$40 ,$80 ,$50 ,$120 ,$67 ,677,$101 ,$22 ,$47 ,$168 ,$54 
319,1/12/2012,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,$0 ,$20 ,$10 ,$20 ,$10 ,594,$14 ,$3 ,($1),$24 ,$15 
816,1/12/2012,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,$60 ,$70 ,$40 ,$130 ,$63 ,"1,075",$76 ,$19 ,$36 ,$139 ,$40 
715,1/12/2012,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,$80 ,$110 ,$70 ,$190 ,$83 ,575,$112 ,$27 ,$57 ,$195 ,$55 
641,1/12/2012,Central,Small Territory,Decaf Espresso,Beans,Espresso,Iowa,Decaf,$0 ,$50 ,$40 ,$50 ,$0 ,344,$43 ,$0 ,$32 ,$43 ,$11 
314,1/12/2012,Central,Small Territory,Decaf Espresso,Beans,Espresso,Missouri,Decaf,$30 ,$60 ,$50 ,$90 ,$31 ,844,$46 ,$8 ,$27 ,$77 ,$19 
262,1/12/2012,Central,Small Territory,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,$30 ,$40 ,$30 ,$70 ,$24 ,567,$32 ,$7 ,$13 ,$56 ,$19 
959,1/12/2012,East,Small Territory,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,$40 ,$70 ,$40 ,$110 ,$49 ,392,$65 ,$16 ,$21 ,$114 ,$44 
225,1/12/2012,South,Small Territory,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,$40 ,$60 ,$50 ,$100 ,$34 ,863,$51 ,$9 ,$31 ,$85 ,$20 
505,1/12/2012,South,Small Territory,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,$100 ,$90 ,$40 ,$190 ,$92 ,"1,898",$68 ,$28 ,$16 ,$160 ,$52 
580,1/12/2012,South,Small Territory,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,$30 ,$60 ,$50 ,$90 ,$33 ,870,$49 ,$9 ,$28 ,$82 ,$21 
225,1/12/2012,South,Small Territory,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,$30 ,$50 ,$20 ,$80 ,$43 ,466,$63 ,$13 ,$27 ,$106 ,$36 
505,1/12/2012,South,Small Territory,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,$30 ,$30 ,$0 ,$60 ,$38 ,256,$51 ,$12 ,$12 ,$89 ,$39 
405,1/12/2012,South,Small Territory,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,$60 ,$110 ,$60 ,$170 ,$88 ,817,$133 ,$29 ,$72 ,$221 ,$61 
702,1/12/2012,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,$30 ,$50 ,$30 ,$80 ,$31 ,"1,009",$38 ,$9 ,$8 ,$69 ,$30 
503,1/12/2012,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,$40 ,$80 ,$50 ,$120 ,$41 ,435,$60 ,$13 ,$25 ,$101 ,$35 
435,1/12/2012,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,$80 ,$100 ,$50 ,$180 ,$68 ,619,$85 ,$25 ,$26 ,$153 ,$59 
509,1/12/2012,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,$120 ,$170 ,$50 ,$290 ,$105 ,716,$145 ,$95 ,$20 ,$250 ,$125 
702,1/12/2012,West,Small Territory,Decaf Espresso,Beans,Espresso,Nevada,Decaf,$20 ,$30 ,$20 ,$50 ,$23 ,807,$35 ,$6 ,$17 ,$58 ,$18 
971,1/12/2012,West,Small Territory,Decaf Espresso,Beans,Espresso,Oregon,Decaf,$150 ,$140 ,$80 ,$290 ,$153 ,"1,319",$153 ,$42 ,$87 ,$306 ,$66 
435,1/12/2012,West,Small Territory,Decaf Espresso,Beans,Espresso,Utah,Decaf,$40 ,$70 ,$50 ,$110 ,$50 ,898,$73 ,$14 ,$47 ,$123 ,$26 
253,1/12/2012,West,Small Territory,Decaf Espresso,Beans,Espresso,Washington,Decaf,$70 ,$100 ,$60 ,$170 ,$80 ,"1,079",$96 ,$24 ,$51 ,$176 ,$45 
641,1/12/2012,Central,Small Territory,Amaretto,Beans,Coffee,Iowa,Regular,$10 ,$30 ,$20 ,$40 ,$16 ,851,$25 ,$4 ,$10 ,$41 ,$15 
715,1/12/2012,Central,Small Territory,Amaretto,Beans,Coffee,Wisconsin,Regular,$60 ,$80 ,$30 ,$140 ,$65 ,403,$80 ,$24 ,$22 ,$145 ,$58 
563,1/12/2012,Central,Small Territory,Colombian,Beans,Coffee,Iowa,Regular,$30 ,$30 ,$10 ,$60 ,$31 ,"1,009",$38 ,$9 ,$8 ,$69 ,$30 
573,1/12/2012,Central,Small Territory,Colombian,Beans,Coffee,Missouri,Regular,$60 ,$90 ,$40 ,$150 ,$68 ,619,$85 ,$25 ,$26 ,$153 ,$59 
715,1/12/2012,Central,Small Territory,Colombian,Beans,Coffee,Wisconsin,Regular,$100 ,$140 ,$30 ,$240 ,$105 ,716,$145 ,$95 ,$20 ,$250 ,$125 
515,1/12/2012,Central,Small Territory,Caffe Mocha,Beans,Espresso,Iowa,Regular,$20 ,$50 ,$40 ,$70 ,$23 ,807,$35 ,$6 ,$17 ,$58 ,$18 
314,1/12/2012,Central,Small Territory,Caffe Mocha,Beans,Espresso,Missouri,Regular,$60 ,$90 ,$70 ,$150 ,$50 ,898,$73 ,$14 ,$48 ,$123 ,$25 
715,1/12/2012,Central,Small Territory,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,$100 ,$120 ,$80 ,$220 ,$80 ,"1,079",$96 ,$24 ,$50 ,$176 ,$46 
603,1/12/2012,East,Small Territory,Amaretto,Beans,Coffee,New Hampshire,Regular,$40 ,$70 ,$50 ,$110 ,$52 ,327,$75 ,$16 ,$37 ,$127 ,$38 
203,1/12/2012,East,Small Territory,Colombian,Beans,Coffee,Connecticut,Regular,$100 ,$160 ,$110 ,$260 ,$115 ,"1,166",$174 ,$37 ,$105 ,$289 ,$69 
603,1/12/2012,East,Small Territory,Colombian,Beans,Coffee,New Hampshire,Regular,$40 ,$60 ,$30 ,$100 ,$48 ,462,$74 ,$15 ,$28 ,$122 ,$46 
475,1/12/2012,East,Small Territory,Caffe Mocha,Beans,Espresso,Connecticut,Regular,$50 ,$70 ,$10 ,$120 ,$55 ,627,$76 ,$49 ,($2),$131 ,$78 
603,1/12/2012,East,Small Territory,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,$40 ,$70 ,$10 ,$110 ,$49 ,335,$69 ,$44 ,($4),$118 ,$73 
603,1/12/2012,East,Small Territory,Regular Espresso,Beans,Espresso,New Hampshire,Regular,$10 ,$30 ,$0 ,$40 ,$20 ,218,$25 ,$7 ,($16),$45 ,$41 
318,1/12/2012,South,Small Territory,Colombian,Beans,Coffee,Louisiana,Regular,$50 ,$90 ,$70 ,$140 ,$49 ,845,$71 ,$13 ,$46 ,$120 ,$25 
505,1/12/2012,South,Small Territory,Colombian,Beans,Coffee,New Mexico,Regular,$50 ,$90 ,$50 ,$140 ,$48 ,462,$74 ,$15 ,$27 ,$122 ,$47 
405,1/12/2012,South,Small Territory,Colombian,Beans,Coffee,Oklahoma,Regular,$90 ,$130 ,$100 ,$220 ,$81 ,551,$104 ,$26 ,$66 ,$185 ,$38 
985,1/12/2012,South,Small Territory,Caffe Latte,Beans,Espresso,Louisiana,Regular,$40 ,$60 ,$0 ,$100 ,$55 ,"-1,053",$76 ,$49 ,($3),$131 ,$79 
505,1/12/2012,South,Small Territory,Caffe Latte,Beans,Espresso,New Mexico,Regular,$10 ,$20 ,($10),$30 ,$20 ,-598,$25 ,$7 ,($15),$45 ,$40 
918,1/12/2012,South,Small Territory,Caffe Latte,Beans,Espresso,Oklahoma,Regular,$100 ,$140 ,$90 ,$240 ,$134 ,"-2,248",$186 ,$41 ,$121 ,$320 ,$65 
985,1/12/2012,South,Small Territory,Caffe Mocha,Beans,Espresso,Louisiana,Regular,$30 ,$50 ,$20 ,$80 ,$41 ,320,$66 ,$12 ,$31 ,$107 ,$35 
505,1/12/2012,South,Small Territory,Caffe Mocha,Beans,Espresso,New Mexico,Regular,$30 ,$60 ,$10 ,$90 ,$49 ,335,$69 ,$44 ,($5),$118 ,$74 
580,1/12/2012,South,Small Territory,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,$20 ,$30 ,$20 ,$50 ,$29 ,490,$44 ,$8 ,$24 ,$73 ,$20 
503,1/12/2012,West,Small Territory,Amaretto,Beans,Coffee,Oregon,Regular,$50 ,$80 ,$20 ,$130 ,$47 ,521,$65 ,$42 ,($7),$112 ,$72 
435,1/12/2012,West,Small Territory,Amaretto,Beans,Coffee,Utah,Regular,$70 ,$90 ,$50 ,$160 ,$63 ,"1,075",$76 ,$19 ,$36 ,$139 ,$40 
775,1/12/2012,West,Small Territory,Colombian,Beans,Coffee,Nevada,Regular,$40 ,$60 ,$20 ,$100 ,$39 ,250,$49 ,$14 ,$1 ,$88 ,$48 
503,1/12/2012,West,Small Territory,Colombian,Beans,Coffee,Oregon,Regular,$40 ,$70 ,$20 ,$110 ,$41 ,482,$57 ,$13 ,$1 ,$98 ,$56 
801,1/12/2012,West,Small Territory,Colombian,Beans,Coffee,Utah,Regular,$50 ,$80 ,$50 ,$130 ,$49 ,392,$65 ,$16 ,$21 ,$114 ,$44 
253,1/12/2012,West,Small Territory,Colombian,Beans,Coffee,Washington,Regular,$80 ,$120 ,$80 ,$200 ,$72 ,461,$104 ,$23 ,$58 ,$176 ,$46 
702,1/12/2012,West,Small Territory,Caffe Latte,Beans,Espresso,Nevada,Regular,$0 ,$40 ,$30 ,$40 ,$0 ,344,$43 ,$0 ,$31 ,$43 ,$12 
971,1/12/2012,West,Small Territory,Caffe Latte,Beans,Espresso,Oregon,Regular,$40 ,$50 ,$10 ,$90 ,$46 ,422,$57 ,$17 ,$6 ,$103 ,$51 
435,1/12/2012,West,Small Territory,Caffe Latte,Beans,Espresso,Utah,Regular,$30 ,$40 ,$30 ,$70 ,$31 ,844,$46 ,$8 ,$26 ,$77 ,$20 
253,1/12/2012,West,Small Territory,Caffe Latte,Beans,Espresso,Washington,Regular,$20 ,$30 ,$20 ,$50 ,$24 ,567,$32 ,$7 ,$13 ,$56 ,$19 
775,1/12/2012,West,Small Territory,Caffe Mocha,Beans,Espresso,Nevada,Regular,$10 ,$20 ,$10 ,$30 ,$16 ,851,$25 ,$4 ,$10 ,$41 ,$15 
503,1/12/2012,West,Small Territory,Caffe Mocha,Beans,Espresso,Oregon,Regular,$50 ,$70 ,$40 ,$120 ,$54 ,424,$73 ,$17 ,$28 ,$127 ,$45 
435,1/12/2012,West,Small Territory,Caffe Mocha,Beans,Espresso,Utah,Regular,$90 ,$110 ,$70 ,$200 ,$94 ,540,$120 ,$31 ,$77 ,$214 ,$43 
509,1/12/2012,West,Small Territory,Caffe Mocha,Beans,Espresso,Washington,Regular,$60 ,$80 ,$30 ,$140 ,$65 ,403,$80 ,$24 ,$23 ,$145 ,$57 
641,1/12/2012,Central,Small Territory,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,$230 ,$300 ,$200 ,$530 ,$247 ,"1,744",$329 ,$81 ,$216 ,$576 ,$113 
